"","Group","N-Acetyl-L-glutamate 5-semialdehyde","1-Aminocyclopropane-1-carboxylate","1-Pyrroline-4-hydroxy-2-carboxylate 3_?","2-Acetyl-aminoadipate_?","2-Amino-6-oxopimelate","2-Aminoacrylate","2-aminoadipate-6-semialdehyde","2-Aminoadipate 1_?","2-Deoxy-D-ribose 1-phosphate","2,6-Diaminoheptanedioate 1_?","2,6-Diaminoheptanedioate 1","2.3-Dihydrozy-2-methylpentanoate 2","3-Amino-isobutanoate 1_?","3-Methyl-2-oxopentanoate 1_?","4-Acetylaminobutanal_?","4-Amino-4-cyanobutanoic acid_?","3-Amino-isobutanoate 1","5-Methylthioadenosine","Pyrroline-3-hydroxy-5-carboxylate 2","Acetolactate_?","Acetyl-2, 6-diaminopimelate","Acetylhomoserine 2","Acetylmuramate","Acetylornithine","Adenine","deoxyguanosine 1","AICAR","alpha-Aminopropiononitrile","Anthranilate 1","Arginine","aspartate","alanine 1","Carbamoyl-L-aspartate","Homo-cisaconitate 2","Cis-aconitate","Citrate","Citrulline","Cysteine","d-ala-d-ala 2_?","deoxyguanosine 1_?","Deoxyribose 2","Dimethylmalate 1_?","Erithro-3-Methylmalate 2","erythro-4-Hydroxyglutamate","Ethyl malate 2_?","Formyl-methionine","Fumarate","Galactono-1,4-lactone","Glucose_?","glutamate","glutamine","Glutamylcysteine_?","gly","Glycerate","Guanosine","Hexose phosphates","Histidine","Homo-cisaconitate 2_?","Methylcitrate 1","homoserine 2_?","Homovanillate_?","Hydroxyectoine_?","hypoxanthine","Isopropylmalate","Isopropylmaleate","ketoglutarate","lactate","Leucine","lysine","malate","Methylglyoxal_?","methylmaleate 1","d-ala-d-ala 2","Norepinephrine","Ornithine","PABA 2_?","Phenylalanine","Phosphoenolpyruvate","proline","Pyrrole-2-carboxylate","Pyrroline-3-hydroxy-5-carboxylate 2_?","Pyruvate","S-Adenosylmethionine","serine_?","succinate","succinate semialdehyde 1","Succinyl-LL-2,6-diaminopimelate 1","Tartronate semialdehyde_?","Threonine 1","tryptophane","Tyramine_?","Tyrosine","UDP-N-acetylmuramate","valine","Aminobutyraldehyde","Aspartate 4-semialdehyde","2-Dehydro-3-deoxy-L-rhamnonate 3","glyceraldehyde3p","hexose diphosphate","pentose 5-phosphate","Sedoheptulose 7-phosphate 1"
"W16407_59","W16407",2222.0627993164,516534.420864166,32213.751105133,242.011818031312,62644.5856596679,18483.808388916,38993.6508817139,12707.3433065644,2382.03196588135,NA,9943.08406762697,3275.36931095886,18121.5200418396,6146.07024743653,10169.2796829376,NA,26539.8297612916,37425.2247315369,651904.592335754,2104.9585083313,25937.2329171905,38744.6200634308,636.980928176877,7062.42666427611,12477.0402732544,4390.96978593445,8361.98987442017,13955.5939634094,3681.31575106811,18347.7697675781,200872.873737152,172114.570826111,16490.9465941772,NA,4306.2121065979,67952.8959781189,52744.6359930116,7872.77440405273,685.771210418703,218.523167739867,8084.02773997498,210.995991622925,8255.64659230041,17072.0037736511,12669.602387413,NA,1547.81971685791,70549.9441778564,3604.3406598053,605214.694574798,6328.10087490844,5667.43741256715,65043.6037846374,11260.3529022064,1815.16371051025,163081.23899913,5337.71524748228,648.813902252197,3090.18391233826,8322.30983770751,509.878625091553,7958.00114800263,3210.3222910614,19089.2649093475,2116.18108732605,19040.3111694107,1921.59813365173,231343.587817261,15860.2013403931,5466.00170011902,662.188071075439,1550.4499455185,30262.4524349671,1490.83144084168,18669.9915531311,2236.9225861206,167775.683387848,NA,39169.7261197815,16740.4724331508,45632.3384617309,4370.49256877136,5161.60356681057,795512.183297119,4277.67190029144,5696.02788907623,12237.1494368286,821.662577484131,94795.46642894,6879.27575311279,2547.32105963134,30909.6369827424,NA,319966.391664551,8863.7460737915,3680.09587838745,16652.2542949753,182461.752288269,3882.87495821381,70693.416480339,161363.605189117
"W16407_60","W16407",2191.02463269043,453915.544787719,26883.5402632751,292.160927627564,50750.2218566895,15690.8465736389,28521.9172092285,12689.8830028382,2698.56143955993,205.492330169658,6060.26546177674,2862.6832159729,13026.4569258728,5423.08210311889,10779.6207191467,NA,19517.3433921814,24700.2447304993,574595.589665374,1626.22009745789,30827.5072567444,35430.2308886413,713.086206604005,8178.54955349732,11600.4125719605,3556.78763935089,10207.8132658844,20881.7848775024,4183.90056280518,14938.2520180664,156604.107233276,134163.909262421,14561.0253154907,NA,3359.24481390381,65382.8321253129,49001.5044945374,7834.93251513671,546.753739273086,776.343129249576,10268.2562888031,233.269296714783,7738.20933493805,21154.9675903931,11395.4798289032,NA,1235.57678387451,64108.8578038635,2841.36285275269,585140.268806709,5955.22718527984,3433.60334442138,111025.933429306,12807.7564122314,667.779748794556,144453.991452194,3727.53840274048,813.144222595215,2659.55174153137,28597.0451985321,443.061976249694,7980.80866859434,2666.40988024902,17825.9499781647,2265.86966482544,16919.3958475418,4781.93960061646,190178.801211304,11442.6592657623,8274.02375238038,468.747575706482,1303.62510453797,25296.7444610901,1585.51265501404,10879.6904431458,1736.23401275635,143578.577104126,NA,35200.1773829804,13095.2898419671,44486.5304951782,4250.14026704407,2327.82336426543,679628.497652466,3283.59424684143,5154.92050997925,9746.62816703796,695.288211730955,73856.7853131103,6106.45015873718,2330.10722315979,25776.3406285706,NA,229167.983112793,8527.83454913328,3924.62921832275,13772.0608223496,168484.410418831,1123.89200195313,61735.2094082794,142103.694115006
"W25637_61","W25637",5333.13759245302,472306.166930725,10587.7419452209,255.338881713868,32945.7415577392,11979.2913177185,33400.4455491638,4279.69961277771,2622.63141615295,315.817749999998,7657.15185925289,3074.38542745971,6545.80504867555,6125.71276080323,3532.49901968383,NA,138795.971551422,29261.1567377778,595776.577736389,2227.55201469421,4301.45939038087,37590.323826416,2445.70903903961,4948.40375132751,14713.2452807007,3727.26421861268,8502.04267744446,14140.1423370972,6831.98762051391,10732.2495673219,130975.480048431,148966.486460846,3088.38156480408,NA,1790.96341966248,66670.7700255737,37571.7820055236,6955.22721562194,1412.15831825256,1200.97753949737,889.323038879394,246.939501571656,16627.8277608032,3458.06555656433,16774.6414554443,2980.32565327454,1747.21893003846,57011.3947297745,2520.19915921783,604291.610689613,911.268393424989,3976.15639292908,2314.64915542604,10584.9096013565,251.736135620119,124618.640503189,6699.15890951539,601.792847595214,1794.55066628265,6781.45371011354,NA,2681.97176504515,458.334796051027,14931.8923591309,1434.17954397583,18872.4899931488,5034.22404737854,183337.811327637,10771.8884574585,11688.8641392517,614.977943008425,2261.15784915161,23607.0587684479,2061.83893669129,12467.9008291626,2951.93699523926,127152.905725464,NA,21050.713929306,15276.1681840832,24959.2168438721,4005.88945684814,3695.26212731936,1009756.24724109,10034.7042774048,5276.07716893006,14207.2121803894,1338.95816911316,50751.6382764587,5990.19350344847,2224.52472080994,22660.3120906677,NA,130602.486049805,8962.04780920411,1901.41736988831,20283.2239388885,109877.646870911,NA,49517.3050422134,116851.971367043
"W25637_62","W25637",1705.2443538971,290667.754765472,8215.9842359314,279.442732543945,15575.4949064178,8637.72145619201,11069.3540702515,3985.54854771423,1759.8488977356,727.256301452631,6485.43081549075,511.352875,5146.64437826538,6881.43580929565,6556.35422164917,NA,66590.2280219421,19527.6550630951,369909.168832123,2152.45447621155,4278.37418811036,20702.3086161499,2236.626631073,4563.33408306883,12488.2923337708,2969.03918577576,10643.3592564544,12945.928464508,7060.16951922605,10145.5185597229,86435.0035440368,118723.876541504,2282.40301000976,NA,915.814411483764,38979.9677388,22178.1217495728,2869.13509552002,643.763988075264,512.67453282165,261.590090637207,NA,12665.6314418793,956.814035003663,15197.3009869232,1654.4316644516,1615.03896439362,46563.4980877381,3496.41302285003,390877.996156678,NA,1858.5886653595,36852.1124604492,8822.21453401184,904.254836456303,51892.7246315842,6493.26108851629,444.572525360108,974.081513710024,4059.12660984803,NA,2491.64313145445,NA,10136.8984366303,749.331141448973,10648.0930147095,9493.61815524292,101769.745919678,8500.43042623904,9576.72886083984,752.873148986816,1544.87149926758,14618.3681838608,2099.46719154358,13632.1201742249,1696.6069642334,84075.8333988037,NA,12515.6232426147,16538.4797373924,38067.9933676148,3149.70407727814,1919.10516900637,846891.166564087,8235.81514678955,3094.85164309693,7348.42009866332,1450.38593546295,42825.409221405,6145.24751737977,2872.34312657166,13752.6710361023,NA,90680.2490429686,8826.08593695068,1223.19886025238,19891.0691728973,65793.5024349441,NA,16116.3131625976,43316.9360206146
"W25637_63","W25637",5731.8008169403,500419.695844177,10561.1706371307,138.652639389037,31619.6102515869,10569.2874480591,15924.114630127,6484.905164917,2569.06456334686,NA,8305.33771566777,2345.25045401001,5197.6109072876,6324.01892965698,9567.85991883851,NA,117677.002170685,29119.5029478759,634177.515123657,1572.36388536072,6213.74707099913,42839.617386734,3264.27497343445,5232.23532667542,9872.21981935119,3326.04103411865,9505.51188778685,26000.8184752197,11275.0374162598,14133.4651965637,135539.98666275,150372.837188141,3075.74893389892,97.7374758911133,1754.09127920532,67636.7641708374,32812.7243878327,6685.83457545471,3111.49147180177,1014.24607064056,863.378380722046,223.726498580933,18535.6558858337,2967.99916145324,13464.2918532257,4226.59022183228,1230.95912821961,55358.8196584778,2816.23055664825,626886.207481119,708.639179397585,3430.65116308594,29790.3602609253,7930.88450842286,1919.42139069366,106437.928950821,6579.57918539428,789.677451339722,1702.76799430084,5952.59662405395,NA,4336.29382090759,769.404361862179,17144.8070508728,2171.3203147583,20236.2194762421,19098.1352689819,200016.504761597,11780.1643001709,11017.8144609528,670.649206985474,2487.20810206604,24871.7689088745,5656.69985928345,13050.657045929,2371.60045208739,138227.758106262,NA,19306.4820972291,15277.551320697,32464.2423876953,4270.4498430481,4055.38834805298,881052.613911132,10059.2315929642,5363.95822052002,13899.239805481,1199.04876011658,57745.4576431733,7600.48447203064,2563.58123123169,19234.9793330536,NA,152285.950816894,11351.6298683472,2258.95521244812,17380.4459115295,110646.944878059,NA,41183.8619069824,96401.892183815
"W36662_64","W36662",3974.99172024535,286446.293727478,8931.28608573915,NA,19767.6007671509,10458.336996048,14588.95184729,4494.39224532318,1402.73238235474,360.231071411124,5127.96008050539,378.70155670166,13258.8627264709,6865.23918388367,9383.35426028442,NA,40654.0953278505,16706.4594887772,351564.408690521,1874.70970737457,9548.53265905762,20713.8136797257,703.385176879882,5370.50522557068,10749.6869642334,2669.99748600769,13755.5499089508,11318.8159263306,15610.9093703613,9693.93372572323,145156.359284699,87018.747069275,4780.9223580017,NA,1818.42699442291,78666.1187412109,22448.1473676758,7405.29323132325,2166.38224546814,1143.87843534088,796.112616027832,NA,10124.8547787018,2667.73867648315,12937.3389631729,NA,1000.86073728943,41553.8660065766,3082.07050944519,379643.766446732,430.846862243651,1473.10509414672,61288.1181340333,49754.8103914032,1237.60337991334,60632.1201656418,5228.98991088867,465.219961624146,1191.68890074921,6299.83289761352,NA,1920.23698822021,344.006589996335,15734.0021004486,1661.70388465118,13078.5800510712,2201.85171836853,95254.408340332,10159.7548257446,9897.0656978302,668.372932319641,1233.09955928039,17586.5778066712,603.783275909421,7912.90070750421,1634.21665472413,86548.0636743774,NA,11388.7726418762,12994.2228704597,20429.0840718689,3035.18687904358,1954.82145539855,804449.263954529,10644.8063873901,3781.75391793823,5924.91069177247,1170.92651106262,47475.9944107972,3851.77370854186,2391.56648608398,14824.6404066772,NA,129176.933456055,11817.5418449707,1716.9127720108,16850.7571297226,91415.3626851654,NA,24530.2914423905,51316.5467522888
"W36662_65","W36662",5479.36067633057,527505.600996766,17031.2918149414,NA,33691.4715284425,20473.5755718384,12026.52040625,4069.95501864624,1373.1445538559,763.403043502796,8386.14820603943,746.277596832278,4326.90720080569,6013.11404159546,14967.0368294678,NA,89789.1011157226,30835.9740953827,643318.389248658,1628.52112841797,11443.5013952789,44505.1943648988,NA,6459.64941773988,14748.4875108032,3618.63544955444,10277.5143253785,11759.5899634094,14963.9174224549,13905.4584593811,244715.242755127,148542.994138367,4966.22747805786,NA,3587.87265371704,161714.418730041,32877.7308101806,13077.9045865326,2937.57273160553,1669.67003395081,2718.97084924316,NA,15756.5560048523,7076.83755032348,12933.9588280792,253.70842010498,1130.26625125122,58325.3003736572,3016.59002172852,692486.527261788,3218.41693905639,1949.33130151367,98246.2778965301,36375.5232427445,1597.32000282288,108839.222183456,8074.15156745913,249.426585525513,2039.65401350403,10844.5645164948,NA,4911.62518916321,772.529344894409,31379.9552683869,3280.94293569947,19742.1444055176,2414.702598526,236837.372672729,13268.3387723999,10052.7230015869,681.875661727906,1380.41764852905,28706.140969574,2328.95840084839,8211.32040782166,4251.50454992675,164917.233084625,NA,21870.4406587524,12404.1611409886,32103.0838704223,3941.62383018493,4405.40172433473,766502.874534912,13106.3870188904,5787.37396792603,13247.6693453369,1215.50451902771,82833.1224960479,5542.13649208069,1952.71987147522,24395.6374887237,NA,211065.299395997,7602.36236730955,2183.60133799744,16089.9648942871,179546.861926109,3115.76347853851,52088.8489688339,94487.6991357422
"W36662_66","W36662",5099.05227076721,357444.238917114,9852.82582633971,219.783159362791,22307.8749775543,16500.6650714416,8461.10823461913,4326.5010303421,2224.77517320251,370.648071533194,7231.64692654421,1060.32707862854,3495.46897158814,6698.20393458557,9751.48302297974,NA,54746.1575813293,22014.2068243256,446150.3258703,1786.47504837799,11208.5582210541,28401.1257772827,103.761179122925,4147.71362818911,10252.0093660431,2021.31806687164,11603.7483833923,10411.6923076782,16748.3880213623,10124.7226116028,172888.4996922,102624.72359259,3523.83329776001,NA,3102.37688389587,109013.654384125,20378.9668365936,9276.35509680175,2683.27482777403,2206.15206565857,1668.09551382446,NA,13705.3247901611,3967.00534867859,13056.3205231247,101.064504280091,1196.03006103516,50824.9031556931,2774.29752290344,471415.056815704,998.319047546385,661.870261413569,65409.5045055236,48812.2385442276,1136.24662802124,71672.6992911988,5742.24679154966,718.533089241028,1584.87652677918,7189.5343500061,NA,2346.353040329,625.88618312073,24313.3623597717,2524.09021203613,13051.9742730331,1685.21738095093,186970.9034906,10107.3103929748,10769.8761332703,756.266299545288,1614.14554244995,20078.4804170532,1414.40121607971,10555.628304306,4109.98311846924,108328.55972937,NA,13661.821927948,13764.332897478,21809.6355815125,3656.20089077759,3586.8050447235,741453.062449829,10969.4606929169,3366.94756245422,7839.07417456057,1039.18036109924,58590.4687359619,4406.3073443451,1837.36874240112,16980.4404494476,NA,157367.735277344,10823.3123892822,1736.82901794434,15833.4708013382,118799.720035728,NA,32581.3307415314,61001.5498036728
"W45909_67","W45909",7877.43349697876,736072.245718064,37749.2160139771,3035.80195124815,66525.3491955566,20856.9607284088,34175.0717418213,9893.51816162108,2996.06966562652,695.676404052723,10237.6730220947,6471.9571098938,18826.7845015259,6555.28388464355,15678.1547215271,NA,37388.0577087707,48610.5164233247,911776.765942964,2000.81884361267,31166.0605554352,49182.5613139801,533.267359313963,9915.71880490112,16380.9985672912,6552.18636888124,8133.87487059022,15410.7297373047,21483.5914778443,21823.0660801391,257484.25382138,236999.012783996,13479.4377145996,1945.49753009033,3839.13426831055,86651.7927650909,73851.4572090454,10876.5971021728,212.961902069087,662.62504963684,3159.10373181916,841.469348030091,9843.59872598266,34917.4204886017,15540.3195002747,103.896999999999,1647.52827008057,66754.6864813003,3241.66701870728,838717.433854721,9907.13692120361,5925.5662874298,190163.561874664,83029.7209784012,798.4636223526,258797.192359619,5900.8717554779,876.295284004212,9300.44748783874,11652.3884295196,623.865034301757,11301.9928219147,3246.58213545227,24933.4705593033,2958.42875109864,23834.122860733,5616.69794339753,340839.671291626,19224.7992312928,6375.20891702271,867.60890826416,1604.48199315643,34311.9193401642,664.823456115722,22315.1442463379,4072.15881787108,218799.226453278,NA,49380.3006953735,19852.5441997293,44728.092430481,4240.08631707764,7664.93964561461,855352.493373413,3906.92309317017,6588.57003965759,24748.971097641,653.455641586302,100960.84949939,8894.81501890565,3485.26408374024,47706.5960667724,NA,343949.937502441,7563.34311517333,2841.11599068451,19055.4417259674,228430.553080475,9114.4522492218,101164.392431549,247675.640187477
"W45909_68","W45909",7404.45293589785,645672.306619873,36202.978178421,1216.52616084291,73576.4398979492,19674.5959225922,23003.8423972168,9070.54463999939,1487.34817971802,NA,10179.1758119659,4792.01430856323,26504.8502408448,6823.08707788086,13495.0751040191,NA,29433.0535124206,48068.0904026185,797352.439436066,1840.28678712463,34187.6489986419,44635.958222023,1236.25768772888,10923.635217331,24560.2116343384,6022.03330200197,9300.23982040404,13177.1538999634,24990.2470871582,20227.0981067659,222861.05731958,204225.693526764,16832.4224324951,1572.18777500916,3809.72688607788,85351.9438512726,65180.2643218078,9808.34618695067,NA,974.061434303286,3144.59114895631,851.938513916016,9307.30208610534,35271.2379582367,14879.9724365387,869.373352897644,1523.88369895935,63414.5641524963,3731.68798162842,783341.235664688,8551.73881294251,3202.97090835572,118207.333254852,66218.788817604,1245.31166040038,236707.992788139,6172.36561679081,1385.22316805267,8078.87204780579,15749.3759966736,687.117220451355,10876.3698311768,2953.53711640931,24743.8498510589,2554.99285342408,24067.3831160278,5230.19212991333,323565.014290893,18488.5078202057,7080.41379483033,901.252977737426,1580.89600650025,30223.8401611938,541.908672348023,20797.3949994507,4213.22995043947,186575.4220401,NA,43751.0753317871,17739.2379164122,60185.0799879761,4254.77395599365,6948.54357189945,773148.548356446,6732.33678727722,6466.32012329101,19288.6712364197,890.334524711608,91618.3431486663,8701.4931389084,2479.71941494751,37199.1607230224,NA,320097.982512695,6495.35680340577,3196.8590411377,18368.558421875,216490.25772393,8678.36565708923,93996.6891087189,226528.509031776
"W45909_69","W45909",6269.26811257934,558302.985196014,29723.6316452026,1621.27466096496,52728.8028988037,18246.5918721466,29090.7030370484,8012.16662666321,2726.00228913879,NA,8687.52541625977,3844.40173815918,12364.4397059631,6189.69551348877,12670.4031842041,NA,27645.8025696106,45248.9898732605,696623.172446716,1736.55021343994,29690.8233565674,45079.0105283356,840.912909187319,7894.11350755309,27375.7967443085,3280.62843157959,9772.69291471863,10401.0451662903,37411.5245853578,18660.3164333191,208297.067259949,179594.8037193,15838.5855213623,1239.80294132996,3824.61443182373,89704.7293202209,47594.507035553,8141.92663691712,197.996109802245,922.342661506653,2852.78425363159,728.780762275696,7940.51502601623,20251.3279694977,16289.147379303,876.141307624815,1735.28408102417,59609.1702322082,3164.71856924438,702533.895491272,6543.06317956544,4036.33849423217,84874.3249938965,60203.1156162262,612.982857986454,193059.950035301,5267.54951242066,859.29086618042,6024.95117646789,10089.0018684387,496.347596908568,6372.77955245972,2436.55595907593,22566.7821671448,1855.99896026612,19803.1064184418,6749.49455902099,296267.870151001,16279.0874829101,8142.29056617736,655.165126968384,1598.58959880829,26559.6779233704,1430.32916442871,16878.7835302124,6038.04234729002,163262.451585937,NA,38861.7766730346,18184.3170751473,44714.7379764404,3807.96928218078,5050.78694073486,771727.478807495,4999.326129776,5346.38465257263,14081.3590839691,1030.14752952576,85369.6971721193,7142.96564669799,2729.65751974487,33126.4806960602,NA,279768.17365625,8038.30812359618,2527.18263456726,19706.1831609039,176730.885120529,2954.46339790345,75141.9414206543,179905.863023384
"W60856_70","W60856",4795.97559460449,480836.939114684,35136.1907291259,244.746132476807,58001.9392561645,17348.0130047455,7278.08511767581,2283.47048947906,2692.09885177612,NA,11928.2363918153,3098.95495942688,3681.68258010864,6109.51999601745,10012.4054975281,NA,28162.5362973938,35775.3981322631,603656.411663757,1369.67604756927,20341.2887129364,43323.6488057708,403.354821899414,12952.729069809,27030.7762437134,4049.38202177429,9431.7149303131,10288.3103304901,2865.70644140625,17445.7722949829,185982.355175965,251380.241751557,17656.2818881226,NA,9140.33483918762,125750.653973907,58038.3884158782,11606.8838996582,407.419221305846,1233.32097010041,38162.0477538452,1082.07430482483,10493.1646454163,26918.565922699,9068.64922335815,1375.93582620239,1250.79658203888,103636.01151239,2328.30485487366,604570.677245812,8564.64020460512,7038.93671978762,120706.840177505,696583.124510857,879.644252975457,254598.214172356,11200.7164595947,671.396403594971,3051.0392951355,13965.4952140198,890.158653839113,8496.96430758666,4122.16846881104,34491.0988251954,4243.2567749176,18760.5990605469,16111.1712986069,410409.577171143,9692.61290327453,7707.51121575927,638.694252822876,1309.31119269562,28401.3365933685,1479.23596009064,24382.2647999115,4821.67948327636,142317.346373962,NA,71018.7516485749,10958.1375127665,67738.6122346802,6154.50288682556,7060.71107299805,833719.472315918,6277.78615211488,5284.64578941346,19739.1123595123,1238.69811320496,144397.624553055,8418.77073538207,2081.37661456299,43362.2875565643,NA,443011.908524413,8781.74131573487,3781.70077108765,10852.7102672882,238788.114477722,12137.6043431549,123532.354063774,274088.807639305
"W60856_71","W60856",4319.97952624512,553431.373994874,38980.0605033264,203.20502638245,67271.5738211059,17550.1176900329,31959.2316426086,1563.24224788666,2877.68602336121,NA,12612.0971920472,4082.54661947632,5212.52971963501,5850.20269190979,12209.7230623169,NA,35974.7120327453,36148.5960505677,698540.871354737,1481.5302487793,13132.0439624939,49045.9419670563,752.009637702941,12581.3352778015,31549.2669436035,6471.3210384064,7424.46512921144,10550.6287765198,1973.63033770752,18955.45401474,201539.519334411,359747.207959167,22885.1511635132,NA,10658.5361929321,133913.040513367,70353.8791390075,14774.3048957825,NA,1210.27853271484,42258.2945231324,1182.94049992371,11089.6606530457,30282.6138018799,10838.3197104035,414.874744079589,1026.39527883148,118810.330904572,2517.54216599274,657037.518237548,9684.19176634979,8266.96964414977,34869.7555077819,783172.377876739,1193.47736737823,336640.401529999,11583.8175825653,852.240511505127,4134.66967024231,9878.26537519836,955.962902160646,10691.2232157898,4696.93021020507,40215.06214682,5389.46381348419,24162.2511537857,14745.6379883728,480141.839905029,15485.0578322144,6318.0612625885,477.855017791748,2456.92440097046,32104.1565160141,1287.53119477844,25134.3150858459,5733.39564093017,163165.194430359,204.819452087403,82942.3685648803,11964.2601411788,103646.300657227,4438.86367604065,7118.47964894105,934426.497843628,5341.04021340942,6542.69892382812,18044.6025490418,804.858993942261,182824.362969116,11596.1763249817,2560.32323056031,49755.3379707031,NA,539334.063308105,6872.84046343994,5961.02794267273,13250.5286866074,292018.384386581,17833.8964781647,156188.206843613,371795.872215751
"W60856_72","W60856",5022.98729193117,492907.72627179,36099.4989803924,NA,60345.6674163513,13876.0848525848,13745.8288291016,2669.19435728456,2579.85775082398,NA,9882.44127972414,2545.69175434875,4690.18238342286,6034.09404104614,15953.6371582947,NA,29306.4317245178,39372.9990601807,619950.187799408,1667.50813075256,16318.8132560425,51629.8729911194,NA,11695.7205053711,27702.0127221374,5450.7133055725,8438.73565820312,8939.45503756713,3661.68380822755,21299.7911737366,175942.572477905,234383.685512573,23302.7994205932,NA,7732.7537892456,110874.64925177,52210.8738686217,10147.7743026886,439.278321548455,1374.28857293701,30260.4519605713,797.935920410155,9061.05460615541,26096.5920158386,13772.8604655609,342.229726089476,1488.12528019714,104653.51833728,3441.11143704987,605325.470727332,9154.70683355712,6440.85558581543,77536.6721167754,522784.903954865,1526.69313123321,281678.242483383,5188.13682002258,882.374482742309,3234.26726368714,9356.51413766479,662.054992752076,7604.18784910583,4638.99745791626,29472.6925516815,3433.2928859787,23418.7784435806,4548.47791618347,340044.832127441,13415.1784546814,4919.51574382019,533.21390007019,1102.2244912796,28606.1368962173,1617.85174755859,15250.846523285,3696.28547717285,138545.033528565,NA,69037.6601543578,17527.7462872215,46913.3367613525,4352.34484311676,7893.5651259842,804936.082739258,4573.16584162903,6341.36891323853,17059.3407000275,527.311749290467,135778.896743439,6600.33747419739,1852.80718273926,46301.0389810486,NA,474391.840683594,14229.7150797119,3594.52136714172,16845.7878258057,252669.221120514,12351.4474617081,132913.886701988,308760.200785996
"W70332_73","W70332",1253.6760228424,476443.820835511,31212.3121656799,266.330620025633,66430.1621881103,18260.5140158081,10527.0628466797,708.13820106506,2295.9347477417,NA,10010.1475522308,1795.87602120972,3093.97999423217,6301.98730523681,13026.9604275971,NA,37215.8955610046,34060.5440214691,596966.106600312,1756.7896412735,22202.2077169953,27981.37656073,249.54845199585,11943.8750387726,42071.9859431457,6266.94137799072,8640.98060473634,9273.6669265137,10242.3317749939,15470.6823135681,226762.017349122,282599.973828674,11888.6451751099,NA,8402.04383911133,98291.3863723144,59247.4104969786,10366.1492626343,1128.42295466614,1063.00537193299,17546.0707670593,1267.47038536072,12290.3926070099,22211.0067302094,11886.4145992279,759.387001449586,1560.55944606018,81429.044569748,2840.61086106109,562908.396932114,7864.31814593505,5561.98325326538,68308.5021178589,48864.880192955,1045.13704174804,254039.530116226,9540.2918455963,751.435442474365,4481.80959515381,11138.8495124817,219.630772430421,9591.25410656732,5547.02115074158,32775.6817712097,4426.1642069702,16663.1431876221,9574.4754208908,391144.286268066,14717.4118514404,8019.77684791565,702.2911771698,2490.05160926818,36381.7070479431,633.72859516907,18227.485156189,4847.28812701415,117598.012102539,NA,40585.8154568786,12079.4797648298,62442.8753707886,3089.6495832367,5947.95520635987,818591.327648987,4595.24198202515,4534.70520361328,17262.3505843658,520.88003805542,137004.94171608,6781.78685816955,2285.05799063111,36139.4886417999,NA,504704.148622071,6908.05302093505,3966.71814704895,14742.9896135407,334309.884343521,23487.6425820694,125875.815415154,222820.409238449
"W70332_74","W70332",5125.78662854003,506487.441085266,34902.046138916,NA,84216.4377609863,19396.1927787781,7491.78833154296,1317.80094015502,3465.39199557495,NA,10569.3107246094,3065.46702185059,5165.22229306031,7047.37196289062,16605.328583313,NA,25387.3520354462,32239.3005257568,649647.35778601,1804.06068675232,22213.596000061,27376.3483372192,535.632694702149,11368.0506186066,31142.4066439057,6401.62406530762,6775.61774545287,9801.63026202392,11417.6967902832,17678.0208366395,242728.337430153,292066.546209289,19232.355661438,NA,7478.27802059937,124724.926539124,69363.5032483521,11985.8187094421,1157.66746304321,1254.02457459258,14985.1662423553,957.820524871825,12621.1681427612,27559.2631705933,16113.6710441742,1536.01545054626,1680.38990602112,97549.9038114929,3373.28017251587,623926.753647354,9168.8346941986,6262.07965620422,80519.209329956,34123.7147848587,2045.39845916748,285730.503260384,9100.02980856324,868.812612319946,5422.63340802002,10313.7726906433,515.184432189942,11754.150404068,5409.40198181915,35931.6207224122,4557.64066950988,18179.7517306595,9351.20173503113,360427.387420776,16541.6086998901,8292.69141455841,737.754873794556,2320.88627696991,39464.8253217773,1032.81729507447,16200.562087677,4573.29836212159,131404.413948853,NA,40338.6817897644,14048.5754575215,61516.2744362793,3987.30909035492,5806.92162153624,832588.368661133,4045.74442536927,4983.06649237061,17513.4289016419,469.68607523346,137722.800073242,7029.68449978638,2768.86252172852,37394.5084974825,NA,590044.46730957,8130.03187792968,3157.68460050965,19408.4117504578,390642.485500542,29807.5589538879,148695.304720085,245762.749290581
